time_of_day,day_of_week,road_name,vehicle_count,avg_speed,rainfall,holiday,incident,weather,congestion_level
18,3,Silk Board Junction,532,34.68,0.0,0,0,Clear,Low
18,6,Hebbal Flyover,343,36.57,0.0,1,0,Cloudy,Low
1,6,MG Road,170,38.3,0.0,1,0,Cloudy,Low
20,1,MG Road,641,33.59,0.0,0,0,Clear,Low
12,6,MG Road,119,38.81,0.0,1,0,Clear,Low
22,1,Hebbal Flyover,272,34.18,15.48,0,0,Rainy,Low
11,6,MG Road,340,32.78,19.1,1,0,Rainy,Low
15,3,Silk Board Junction,417,16.78,20.27,0,1,Heavy Rain,Medium
23,6,MG Road,132,38.68,0.0,1,0,Cloudy,Low
8,5,Silk Board Junction,396,36.04,0.0,1,0,Cloudy,Low
9,4,Silk Board Junction,544,34.56,0.0,0,0,Clear,Low
2,6,Whitefield Main Road,125,38.75,0.0,1,0,Clear,Low
6,0,Bannerghatta Road,313,19.87,10.02,0,1,Rainy,Medium
3,1,Brigade Road,179,33.08,25.66,0,0,Heavy Rain,Low
9,0,Indiranagar 100ft Road,878,15.18,5.22,0,1,Rainy,Medium
5,0,Sarjapur Road,266,37.34,0.0,0,0,Clear,Low
8,3,Sarjapur Road,652,30.73,13.74,0,0,Rainy,Low
0,3,Sarjapur Road,273,36.01,6.31,0,0,Rainy,Low
23,2,Silk Board Junction,247,37.53,0.0,0,0,Clear,Low
6,5,Indiranagar 100ft Road,138,38.62,0.0,1,0,Clear,Low
12,3,Outer Ring Road,297,28.56,42.37,0,0,Heavy Rain,Medium
4,5,Silk Board Junction,175,38.25,0.0,1,0,Clear,Low
15,5,MG Road,168,38.32,0.0,1,0,Clear,Low
18,3,Hebbal Flyover,527,34.73,0.0,0,0,Cloudy,Low
3,5,Silk Board Junction,137,38.63,0.0,1,0,Cloudy,Low
9,3,Hebbal Flyover,507,31.98,14.75,0,0,Rainy,Low
22,4,Brigade Road,226,33.64,20.51,0,0,Heavy Rain,Low
1,1,Silk Board Junction,225,37.75,0.0,0,0,Cloudy,Low
4,1,Indiranagar 100ft Road,257,37.43,0.0,0,0,Clear,Low
5,2,Sarjapur Road,217,28.81,45.12,0,0,Heavy Rain,Medium
6,0,MG Road,273,37.27,0.0,0,0,Clear,Low
4,0,Silk Board Junction,199,36.17,9.2,0,0,Rainy,Low
3,0,Hebbal Flyover,245,35.07,12.41,0,0,Rainy,Low
5,0,Electronic City Flyover,222,29.2,42.88,0,0,Heavy Rain,Medium
1,3,Brigade Road,184,32.77,26.97,0,0,Heavy Rain,Low
2,5,Silk Board Junction,385,21.15,0.0,1,1,Cloudy,Medium
5,0,Electronic City Flyover,297,34.29,13.7,0,0,Rainy,Low
8,4,Outer Ring Road,425,28.56,35.94,0,0,Heavy Rain,Medium
6,4,Hebbal Flyover,194,34.06,20.02,0,0,Heavy Rain,Low
13,4,Sarjapur Road,239,37.61,0.0,0,0,Cloudy,Low
0,5,Brigade Road,159,29.96,42.23,1,0,Heavy Rain,Medium
3,2,MG Road,229,37.71,0.0,0,0,Cloudy,Low
8,0,Whitefield Main Road,719,32.81,0.0,0,0,Clear,Low
18,3,Indiranagar 100ft Road,696,31.16,9.4,0,0,Rainy,Low
7,1,Indiranagar 100ft Road,214,37.86,0.0,0,0,Cloudy,Low
21,5,Electronic City Flyover,390,36.1,0.0,1,0,Clear,Low
5,1,Whitefield Main Road,260,33.21,20.96,0,0,Heavy Rain,Low
10,5,Indiranagar 100ft Road,252,29.64,39.18,1,0,Heavy Rain,Medium
8,3,Electronic City Flyover,405,32.24,18.55,0,0,Rainy,Low
6,6,Hebbal Flyover,146,30.14,42.02,1,0,Heavy Rain,Low
0,2,MG Road,271,34.47,14.12,0,0,Rainy,Low
8,6,Bannerghatta Road,275,35.2,10.24,1,0,Rainy,Low
21,2,Bannerghatta Road,831,12.29,22.0,0,1,Heavy Rain,High
14,1,Electronic City Flyover,296,27.44,48.02,0,0,Heavy Rain,Medium
20,6,Outer Ring Road,305,30.35,33.0,1,0,Heavy Rain,Low
0,0,Hebbal Flyover,163,38.37,0.0,1,0,Cloudy,Low
8,6,Electronic City Flyover,430,32.76,14.72,1,0,Rainy,Low
7,5,Brigade Road,126,38.74,0.0,1,0,Clear,Low
20,0,MG Road,512,34.88,0.0,0,0,Cloudy,Low
10,4,Outer Ring Road,716,26.19,33.25,0,0,Heavy Rain,Medium
15,6,Whitefield Main Road,106,30.91,40.16,1,0,Heavy Rain,Low
17,3,Silk Board Junction,457,35.43,0.0,0,0,Clear,Low
4,6,Hebbal Flyover,146,38.54,0.0,1,0,Cloudy,Low
2,5,Brigade Road,131,38.69,0.0,1,0,Cloudy,Low
5,5,Outer Ring Road,136,38.64,0.0,1,0,Cloudy,Low
3,1,Electronic City Flyover,248,32.2,26.58,0,0,Heavy Rain,Low
8,5,Whitefield Main Road,255,28.13,46.58,1,0,Heavy Rain,Medium
13,3,Hebbal Flyover,164,38.36,0.0,0,0,Cloudy,Low
2,6,Silk Board Junction,380,21.2,0.0,1,1,Clear,Medium
13,3,Hebbal Flyover,273,37.27,0.0,0,0,Clear,Low
6,3,Bannerghatta Road,236,37.64,0.0,0,0,Clear,Low
4,5,Hebbal Flyover,162,38.38,0.0,1,0,Clear,Low
12,6,Brigade Road,111,35.29,18.0,1,0,Rainy,Low
10,5,Electronic City Flyover,278,30.72,32.49,1,0,Heavy Rain,Low
18,0,Sarjapur Road,409,34.5,7.07,0,0,Rainy,Low
8,2,Sarjapur Road,683,28.8,21.84,0,0,Heavy Rain,Medium
14,4,Outer Ring Road,261,37.39,0.0,0,0,Cloudy,Low
0,5,Whitefield Main Road,148,38.52,0.0,1,0,Cloudy,Low
20,5,Outer Ring Road,545,11.46,40.46,1,1,Heavy Rain,High
21,4,Indiranagar 100ft Road,522,26.57,41.05,0,0,Heavy Rain,Medium
6,0,Electronic City Flyover,231,29.94,38.73,0,0,Heavy Rain,Medium
1,2,Indiranagar 100ft Road,186,38.14,0.0,0,0,Cloudy,Low
8,3,MG Road,468,32.88,12.21,0,0,Rainy,Low
3,6,Sarjapur Road,175,38.25,0.0,1,0,Cloudy,Low
14,5,Silk Board Junction,163,35.41,14.8,1,0,Rainy,Low
18,2,Indiranagar 100ft Road,732,28.39,21.46,0,0,Heavy Rain,Medium
9,3,Whitefield Main Road,556,34.44,0.0,0,0,Cloudy,Low
22,0,MG Road,166,32.36,29.9,0,0,Heavy Rain,Low
20,1,Brigade Road,570,27.97,31.65,0,0,Heavy Rain,Medium
2,3,Indiranagar 100ft Road,206,37.94,0.0,0,0,Cloudy,Low
21,2,Bannerghatta Road,428,35.72,0.0,0,0,Clear,Low
15,0,Hebbal Flyover,240,37.6,0.0,0,0,Cloudy,Low
8,3,Silk Board Junction,664,31.91,7.24,0,0,Rainy,Low
8,5,Hebbal Flyover,393,34.28,8.96,1,0,Rainy,Low
12,1,Hebbal Flyover,174,36.31,9.73,0,0,Rainy,Low
11,2,Bannerghatta Road,697,33.03,0.0,0,0,Cloudy,Low
22,4,Sarjapur Road,260,33.47,19.64,0,0,Rainy,Low
12,1,Whitefield Main Road,216,37.84,0.0,0,0,Clear,Low
10,0,Hebbal Flyover,483,35.17,0.0,0,0,Cloudy,Low
22,2,Silk Board Junction,183,38.17,0.0,0,0,Clear,Low
15,3,Electronic City Flyover,188,38.12,0.0,0,0,Clear,Low
16,1,Sarjapur Road,212,35.92,9.82,0,0,Rainy,Low
6,5,Sarjapur Road,146,38.54,0.0,1,0,Cloudy,Low
10,1,Brigade Road,842,16.58,0.0,0,1,Clear,Medium
12,3,Bannerghatta Road,417,20.83,0.0,0,1,Clear,Medium
7,3,Bannerghatta Road,294,37.06,0.0,0,0,Cloudy,Low
3,4,Hebbal Flyover,293,29.36,38.57,0,0,Heavy Rain,Medium
20,2,Bannerghatta Road,348,31.34,25.92,1,0,Heavy Rain,Low
12,6,Sarjapur Road,149,38.51,0.0,1,0,Cloudy,Low
22,4,Bannerghatta Road,293,34.14,14.65,0,0,Rainy,Low
2,0,Electronic City Flyover,227,37.73,0.0,0,0,Cloudy,Low
7,6,Bannerghatta Road,122,38.78,0.0,1,0,Cloudy,Low
10,2,Whitefield Main Road,676,18.24,0.0,0,1,Cloudy,Medium
19,0,Silk Board Junction,668,28.26,25.28,0,0,Heavy Rain,Medium
12,2,Sarjapur Road,197,38.03,0.0,0,0,Clear,Low
22,2,Hebbal Flyover,255,37.45,0.0,0,0,Cloudy,Low
1,3,Hebbal Flyover,218,37.82,0.0,0,0,Cloudy,Low
0,3,MG Road,197,38.03,0.0,0,0,Cloudy,Low
18,5,Bannerghatta Road,338,33.82,13.99,1,0,Rainy,Low
7,3,Brigade Road,201,37.99,0.0,0,0,Clear,Low
3,6,Indiranagar 100ft Road,113,36.91,9.8,1,0,Rainy,Low
1,4,Sarjapur Road,193,38.07,0.0,0,0,Clear,Low
14,0,Hebbal Flyover,175,38.25,0.0,0,0,Cloudy,Low
9,5,Silk Board Junction,343,33.46,15.56,1,0,Rainy,Low
17,3,MG Road,739,17.61,0.0,0,1,Clear,Medium
11,6,Whitefield Main Road,267,35.13,11.01,1,0,Rainy,Low
14,4,Brigade Road,224,32.0,28.8,0,0,Heavy Rain,Low
10,3,Hebbal Flyover,456,35.44,0.0,0,0,Clear,Low
21,6,MG Road,287,32.68,22.27,1,0,Heavy Rain,Low
18,3,Hebbal Flyover,628,11.95,33.86,0,1,Heavy Rain,High
0,2,Indiranagar 100ft Road,110,32.95,29.77,1,0,Heavy Rain,Low
5,5,Sarjapur Road,177,38.23,0.0,1,0,Clear,Low
10,0,Hebbal Flyover,547,34.53,0.0,0,0,Clear,Low
16,1,MG Road,175,37.01,6.21,1,0,Rainy,Low
23,1,Electronic City Flyover,174,38.26,0.0,0,0,Clear,Low
20,4,Hebbal Flyover,562,34.38,0.0,0,0,Cloudy,Low
16,3,Whitefield Main Road,282,35.39,8.95,0,0,Rainy,Low
11,4,Silk Board Junction,545,34.55,0.0,0,0,Clear,Low
11,3,Whitefield Main Road,566,34.34,0.0,0,0,Cloudy,Low
15,1,Indiranagar 100ft Road,244,32.64,24.58,0,0,Heavy Rain,Low
18,1,Silk Board Junction,630,27.02,33.41,0,0,Heavy Rain,Medium
17,3,Electronic City Flyover,678,33.22,0.0,0,0,Clear,Low
3,2,Outer Ring Road,247,29.17,41.82,0,0,Heavy Rain,Medium
12,1,Silk Board Junction,294,33.54,17.6,0,0,Rainy,Low
3,1,Whitefield Main Road,209,31.1,34.06,0,0,Heavy Rain,Low
10,3,Outer Ring Road,501,31.85,15.72,0,0,Rainy,Low
18,2,Sarjapur Road,672,33.28,0.0,0,0,Cloudy,Low
14,1,Sarjapur Road,221,29.1,43.47,0,0,Heavy Rain,Medium
10,0,Silk Board Junction,748,29.22,16.52,0,0,Rainy,Medium
11,3,Sarjapur Road,612,33.88,0.0,0,0,Cloudy,Low
11,6,Brigade Road,284,32.33,24.14,1,0,Heavy Rain,Low
19,2,Silk Board Junction,622,24.81,44.86,0,0,Heavy Rain,Medium
15,2,Indiranagar 100ft Road,212,37.88,0.0,0,0,Cloudy,Low
20,6,MG Road,412,32.18,18.48,1,0,Rainy,Low
12,2,Brigade Road,224,36.1,8.31,0,0,Rainy,Low
5,2,Hebbal Flyover,221,37.79,0.0,0,0,Clear,Low
4,2,MG Road,241,37.59,0.0,0,0,Clear,Low
11,1,Outer Ring Road,636,31.25,11.94,0,0,Rainy,Low
0,5,Whitefield Main Road,138,38.62,0.0,1,0,Cloudy,Low
6,0,Indiranagar 100ft Road,235,29.45,41.01,0,0,Heavy Rain,Medium
12,6,MG Road,159,38.41,0.0,1,0,Cloudy,Low
1,2,Electronic City Flyover,296,37.04,0.0,0,0,Cloudy,Low
1,4,MG Road,181,38.19,0.0,0,0,Cloudy,Low
13,0,Hebbal Flyover,188,29.8,41.6,0,0,Heavy Rain,Medium
2,3,Brigade Road,218,37.82,0.0,0,0,Clear,Low
19,1,Electronic City Flyover,444,35.56,0.0,0,0,Clear,Low
21,6,Outer Ring Road,325,36.75,0.0,1,0,Clear,Low
14,4,Whitefield Main Road,278,30.7,32.61,0,0,Heavy Rain,Low
21,0,Indiranagar 100ft Road,575,30.4,19.23,0,0,Rainy,Low
17,2,Brigade Road,725,32.75,0.0,0,0,Clear,Low
5,5,Hebbal Flyover,168,36.48,9.21,1,0,Rainy,Low
11,6,Brigade Road,269,31.39,29.61,1,0,Heavy Rain,Low
1,5,Silk Board Junction,174,38.26,0.0,1,0,Clear,Low
10,6,Silk Board Junction,393,31.23,24.21,1,0,Heavy Rain,Low
1,3,Indiranagar 100ft Road,259,37.41,0.0,0,0,Clear,Low
18,2,Sarjapur Road,404,35.96,0.0,1,0,Cloudy,Low
3,4,Brigade Road,258,37.42,0.0,0,0,Cloudy,Low
12,0,Electronic City Flyover,220,37.8,0.0,0,0,Clear,Low
11,1,Bannerghatta Road,303,36.97,0.0,1,0,Clear,Low
20,4,Sarjapur Road,621,27.45,31.7,0,0,Heavy Rain,Medium
5,6,Whitefield Main Road,143,36.68,9.46,1,0,Rainy,Low
9,4,MG Road,455,35.45,0.0,0,0,Clear,Low
17,5,Brigade Road,381,32.27,19.6,1,0,Rainy,Low
8,6,Sarjapur Road,420,34.2,8.01,1,0,Rainy,Low
5,2,Electronic City Flyover,262,35.18,11.01,0,0,Rainy,Low
19,2,Electronic City Flyover,545,34.55,0.0,0,0,Cloudy,Low
0,0,Bannerghatta Road,441,20.59,0.0,0,1,Clear,Medium
2,1,Electronic City Flyover,266,35.52,9.12,0,0,Rainy,Low
17,0,Outer Ring Road,738,24.95,38.33,0,0,Heavy Rain,Medium
18,6,Whitefield Main Road,448,26.2,46.59,1,0,Heavy Rain,Medium
3,6,Bannerghatta Road,131,29.65,45.19,1,0,Heavy Rain,Medium
2,3,Bannerghatta Road,121,38.79,0.0,1,0,Clear,Low
5,1,Brigade Road,235,28.0,48.27,0,0,Heavy Rain,Medium
13,0,Bannerghatta Road,297,37.03,0.0,0,0,Cloudy,Low
22,1,Bannerghatta Road,229,37.71,0.0,0,0,Cloudy,Low
12,5,Silk Board Junction,124,35.58,15.91,1,0,Rainy,Low
5,5,Outer Ring Road,121,38.79,0.0,1,0,Cloudy,Low
14,4,Outer Ring Road,183,31.58,32.94,0,0,Heavy Rain,Low
8,0,Electronic City Flyover,643,33.57,0.0,0,0,Cloudy,Low
6,1,Sarjapur Road,249,31.54,29.84,0,0,Heavy Rain,Low
20,5,Hebbal Flyover,438,27.67,39.77,1,0,Heavy Rain,Medium
20,0,Brigade Road,546,30.74,19.01,0,0,Rainy,Low
8,2,Bannerghatta Road,417,31.86,19.86,0,0,Rainy,Low
19,5,Outer Ring Road,440,20.6,0.0,1,1,Clear,Medium
5,0,Electronic City Flyover,150,34.61,19.43,1,0,Rainy,Low
15,4,MG Road,150,38.5,0.0,1,0,Cloudy,Low
16,2,Whitefield Main Road,239,37.61,0.0,0,0,Clear,Low
0,5,Electronic City Flyover,126,38.74,0.0,1,0,Cloudy,Low
8,4,Outer Ring Road,499,31.8,16.03,0,0,Rainy,Low
2,0,Hebbal Flyover,197,38.03,0.0,0,0,Clear,Low
18,0,Bannerghatta Road,716,32.84,0.0,0,0,Cloudy,Low
22,4,Bannerghatta Road,282,33.5,18.39,0,0,Rainy,Low
17,3,Indiranagar 100ft Road,689,33.11,0.0,0,0,Clear,Low
5,5,Whitefield Main Road,233,22.67,0.0,1,1,Cloudy,Medium
17,1,Hebbal Flyover,515,26.63,41.08,0,0,Heavy Rain,Medium
19,5,Brigade Road,417,35.83,0.0,1,0,Clear,Low
11,1,Whitefield Main Road,543,29.69,24.39,0,0,Heavy Rain,Medium
19,0,MG Road,680,32.01,5.96,0,0,Rainy,Low
8,5,Bannerghatta Road,344,36.56,0.0,1,0,Clear,Low
3,1,Sarjapur Road,259,37.41,0.0,0,0,Cloudy,Low
1,2,Electronic City Flyover,243,29.74,39.16,0,0,Heavy Rain,Medium
20,0,Silk Board Junction,603,33.97,0.0,0,0,Cloudy,Low
0,4,Bannerghatta Road,229,32.28,27.16,0,0,Heavy Rain,Low
7,4,Silk Board Junction,278,35.02,11.02,0,0,Rainy,Low
1,0,Sarjapur Road,256,37.44,0.0,0,0,Cloudy,Low
21,0,Bannerghatta Road,654,27.68,28.91,0,0,Heavy Rain,Medium
13,2,MG Road,281,37.19,0.0,0,0,Clear,Low
3,4,Brigade Road,242,31.68,29.51,0,0,Heavy Rain,Low
1,2,Hebbal Flyover,298,37.02,0.0,0,0,Cloudy,Low
0,4,Outer Ring Road,263,37.37,0.0,0,0,Cloudy,Low
11,6,Indiranagar 100ft Road,246,37.54,0.0,1,0,Clear,Low
11,2,Outer Ring Road,624,30.13,18.13,0,0,Rainy,Low
17,3,Silk Board Junction,241,34.78,14.07,1,0,Rainy,Low
22,0,Outer Ring Road,276,37.24,0.0,0,0,Clear,Low
18,2,MG Road,549,34.51,0.0,0,0,Cloudy,Low
13,2,MG Road,261,31.04,31.77,0,0,Heavy Rain,Low
8,0,Sarjapur Road,656,33.44,0.0,0,0,Cloudy,Low
3,1,Whitefield Main Road,192,38.08,0.0,0,0,Clear,Low
8,3,Bannerghatta Road,669,33.31,0.0,0,0,Clear,Low
6,6,Electronic City Flyover,177,38.23,0.0,1,0,Clear,Low
0,4,Indiranagar 100ft Road,164,32.24,30.6,0,0,Heavy Rain,Low
1,6,MG Road,140,38.6,0.0,1,0,Cloudy,Low
17,0,MG Road,484,17.9,11.28,1,1,Rainy,Medium
19,3,Electronic City Flyover,447,32.28,16.26,0,0,Rainy,Low
20,0,Bannerghatta Road,586,34.14,0.0,0,0,Cloudy,Low
4,0,Silk Board Junction,191,38.09,0.0,0,0,Clear,Low
3,4,Hebbal Flyover,198,38.02,0.0,0,0,Clear,Low
23,6,Indiranagar 100ft Road,144,32.89,28.34,1,0,Heavy Rain,Low
9,0,Bannerghatta Road,704,32.96,0.0,0,0,Cloudy,Low
23,4,Electronic City Flyover,203,30.58,36.97,0,0,Heavy Rain,Low
21,4,Indiranagar 100ft Road,613,26.95,34.61,0,0,Heavy Rain,Medium
3,4,Bannerghatta Road,270,37.3,0.0,0,0,Clear,Low
23,4,Bannerghatta Road,276,37.24,0.0,0,0,Clear,Low
19,0,Silk Board Junction,448,35.52,0.0,0,0,Cloudy,Low
8,6,Sarjapur Road,275,37.25,0.0,1,0,Clear,Low
22,4,Outer Ring Road,234,37.66,0.0,0,0,Clear,Low
23,2,Sarjapur Road,264,35.27,10.44,0,0,Rainy,Low
15,2,Outer Ring Road,212,29.83,40.25,0,0,Heavy Rain,Medium
5,4,Silk Board Junction,218,37.82,0.0,0,0,Cloudy,Low
6,2,Whitefield Main Road,193,28.81,46.29,0,0,Heavy Rain,Medium
22,1,Indiranagar 100ft Road,271,37.29,0.0,0,0,Cloudy,Low
5,5,MG Road,353,17.97,17.5,1,1,Rainy,Medium
15,3,Whitefield Main Road,176,33.15,25.45,0,0,Heavy Rain,Low
3,1,Indiranagar 100ft Road,296,37.04,0.0,0,0,Cloudy,Low
13,0,Indiranagar 100ft Road,190,38.1,0.0,0,0,Cloudy,Low
14,3,MG Road,248,37.52,0.0,0,0,Cloudy,Low
3,1,Outer Ring Road,188,35.04,15.41,0,0,Rainy,Low
7,6,Electronic City Flyover,174,38.26,0.0,1,0,Clear,Low
8,6,Hebbal Flyover,364,36.36,0.0,1,0,Clear,Low
20,0,MG Road,680,26.26,34.69,0,0,Heavy Rain,Medium
1,0,Electronic City Flyover,431,15.1,27.97,0,1,Heavy Rain,Medium
12,2,Hebbal Flyover,180,38.2,0.0,0,0,Cloudy,Low
8,0,Whitefield Main Road,692,31.43,8.26,0,0,Rainy,Low
22,4,Bannerghatta Road,167,38.33,0.0,0,0,Clear,Low
3,2,Outer Ring Road,249,37.51,0.0,0,0,Cloudy,Low
22,6,Electronic City Flyover,143,35.58,14.95,1,0,Rainy,Low
1,6,MG Road,150,36.06,12.18,1,0,Rainy,Low
23,5,Silk Board Junction,173,31.35,34.58,1,0,Heavy Rain,Low
14,6,Silk Board Junction,97,39.03,0.0,1,0,Cloudy,Low
1,3,Hebbal Flyover,297,30.07,34.79,0,0,Heavy Rain,Low
10,5,Whitefield Main Road,333,36.67,0.0,1,0,Clear,Low
1,5,Bannerghatta Road,118,38.82,0.0,1,0,Cloudy,Low
16,0,Silk Board Junction,248,34.54,14.9,0,0,Rainy,Low
12,0,Whitefield Main Road,274,30.4,34.28,0,0,Heavy Rain,Low
0,4,Whitefield Main Road,299,37.01,0.0,0,0,Cloudy,Low
1,3,Indiranagar 100ft Road,474,13.18,35.41,0,1,Heavy Rain,High
1,3,Indiranagar 100ft Road,284,31.55,28.07,0,0,Heavy Rain,Low
20,6,Whitefield Main Road,335,34.42,11.13,1,0,Rainy,Low
21,1,MG Road,735,24.23,42.11,0,0,Heavy Rain,Medium
7,6,Silk Board Junction,167,35.91,12.12,1,0,Rainy,Low
15,1,Hebbal Flyover,206,37.94,0.0,0,0,Cloudy,Low
23,1,Indiranagar 100ft Road,115,38.85,0.0,1,0,Cloudy,Low
12,5,Hebbal Flyover,171,30.85,37.19,1,0,Heavy Rain,Low
8,1,Whitefield Main Road,564,34.36,0.0,0,0,Cloudy,Low
9,3,Silk Board Junction,741,31.4,5.96,0,0,Rainy,Low
1,2,Whitefield Main Road,266,35.5,9.22,0,0,Rainy,Low
3,6,Whitefield Main Road,127,38.73,0.0,1,0,Cloudy,Low
11,4,Silk Board Junction,541,34.59,0.0,0,0,Cloudy,Low
13,4,Whitefield Main Road,241,35.67,9.6,0,0,Rainy,Low
2,5,Whitefield Main Road,112,38.88,0.0,1,0,Clear,Low
22,4,Silk Board Junction,233,37.67,0.0,0,0,Cloudy,Low
8,2,Bannerghatta Road,467,32.85,12.41,0,0,Rainy,Low
19,3,MG Road,440,30.21,26.94,0,0,Heavy Rain,Low
7,4,Whitefield Main Road,190,34.86,16.18,0,0,Rainy,Low
7,1,Sarjapur Road,237,37.63,0.0,0,0,Cloudy,Low
11,4,Whitefield Main Road,435,29.53,30.62,0,0,Heavy Rain,Medium
6,5,Brigade Road,126,36.88,9.29,1,0,Rainy,Low
23,3,Whitefield Main Road,243,37.57,0.0,0,0,Cloudy,Low
22,5,Outer Ring Road,146,32.12,32.12,1,0,Heavy Rain,Low
17,3,Electronic City Flyover,657,26.62,34.04,0,0,Heavy Rain,Medium
14,1,Silk Board Junction,290,37.1,0.0,0,0,Cloudy,Low
0,5,Hebbal Flyover,120,29.23,47.83,1,0,Heavy Rain,Medium
12,6,Bannerghatta Road,262,19.07,16.55,1,1,Rainy,Medium
12,5,Brigade Road,168,31.38,34.7,1,0,Heavy Rain,Low
20,3,Bannerghatta Road,690,18.1,0.0,0,1,Cloudy,Medium
3,5,Sarjapur Road,169,35.2,15.53,1,0,Rainy,Low
9,2,Bannerghatta Road,501,34.99,0.0,0,0,Cloudy,Low
14,5,Outer Ring Road,155,38.45,0.0,1,0,Cloudy,Low
3,0,Electronic City Flyover,171,33.33,24.8,0,0,Heavy Rain,Low
0,1,Outer Ring Road,246,34.39,15.74,0,0,Rainy,Low
13,6,Hebbal Flyover,129,29.29,47.08,1,0,Heavy Rain,Medium
20,3,MG Road,628,30.13,17.97,0,0,Rainy,Low
22,5,Sarjapur Road,110,38.9,0.0,1,0,Clear,Low
22,2,Hebbal Flyover,235,35.08,12.85,0,0,Rainy,Low
13,2,Bannerghatta Road,241,37.59,0.0,0,0,Cloudy,Low
18,6,Hebbal Flyover,259,32.6,24.05,1,0,Heavy Rain,Low
5,1,Sarjapur Road,210,32.38,27.58,0,0,Heavy Rain,Low
12,0,Bannerghatta Road,274,37.26,0.0,0,0,Cloudy,Low
0,1,Bannerghatta Road,207,37.93,0.0,0,0,Clear,Low
8,3,Bannerghatta Road,434,35.66,0.0,1,0,Cloudy,Low
21,3,Whitefield Main Road,561,31.77,13.1,0,0,Rainy,Low
8,5,Whitefield Main Road,408,35.92,0.0,1,0,Clear,Low
6,5,Electronic City Flyover,179,32.53,28.42,1,0,Heavy Rain,Low
18,5,Whitefield Main Road,328,33.69,15.15,1,0,Rainy,Low
15,5,Bannerghatta Road,145,30.02,42.65,1,0,Heavy Rain,Low
8,3,Outer Ring Road,625,29.43,21.6,0,0,Heavy Rain,Medium
17,5,Hebbal Flyover,328,30.53,30.93,1,0,Heavy Rain,Low
19,3,MG Road,644,33.56,0.0,0,0,Clear,Low
20,0,Sarjapur Road,652,33.48,0.0,0,0,Cloudy,Low
11,4,Hebbal Flyover,325,36.75,0.0,1,0,Cloudy,Low
9,0,Outer Ring Road,719,30.18,13.15,0,0,Rainy,Low
6,3,Indiranagar 100ft Road,200,33.56,22.19,0,0,Heavy Rain,Low
1,0,Sarjapur Road,243,33.63,19.7,0,0,Rainy,Low
21,4,Brigade Road,682,33.18,0.0,0,0,Clear,Low
21,3,Outer Ring Road,482,31.17,20.05,0,0,Heavy Rain,Low
19,6,Electronic City Flyover,327,36.73,0.0,1,0,Clear,Low
13,5,Silk Board Junction,102,38.98,0.0,1,0,Cloudy,Low
1,5,Silk Board Junction,102,37.43,7.73,1,0,Rainy,Low
7,3,Hebbal Flyover,217,31.0,34.15,0,0,Heavy Rain,Low
21,2,MG Road,720,32.8,0.0,0,0,Clear,Low
3,0,Electronic City Flyover,259,36.35,5.28,0,0,Rainy,Low
23,1,Bannerghatta Road,176,28.79,47.27,0,0,Heavy Rain,Medium
1,6,Hebbal Flyover,107,38.93,0.0,1,0,Cloudy,Low
5,0,Electronic City Flyover,269,28.42,44.44,0,0,Heavy Rain,Medium
12,2,Brigade Road,188,38.12,0.0,0,0,Cloudy,Low
1,1,Outer Ring Road,246,37.54,0.0,0,0,Cloudy,Low
21,5,Outer Ring Road,295,33.95,15.51,1,0,Rainy,Low
18,0,Indiranagar 100ft Road,559,34.41,0.0,0,0,Clear,Low
8,5,Electronic City Flyover,272,29.1,40.88,1,0,Heavy Rain,Medium
7,5,Outer Ring Road,153,38.47,0.0,1,0,Cloudy,Low
7,1,Outer Ring Road,248,30.74,33.91,0,0,Heavy Rain,Low
5,1,Brigade Road,230,37.7,0.0,0,0,Cloudy,Low
23,6,MG Road,115,37.6,6.23,1,0,Rainy,Low
18,6,Brigade Road,354,32.56,19.51,1,0,Rainy,Low
14,6,Bannerghatta Road,436,18.23,12.07,1,1,Rainy,Medium
5,5,MG Road,107,38.93,0.0,1,0,Cloudy,Low
12,0,Sarjapur Road,236,29.79,39.27,0,0,Heavy Rain,Medium
7,5,Silk Board Junction,147,31.67,34.28,1,0,Heavy Rain,Low
6,6,Bannerghatta Road,143,38.57,0.0,1,0,Clear,Low
18,6,Bannerghatta Road,346,32.61,19.65,1,0,Rainy,Low
2,6,Sarjapur Road,273,15.85,32.08,1,1,Heavy Rain,Medium
10,4,MG Road,459,33.51,9.51,0,0,Rainy,Low
15,1,Whitefield Main Road,294,30.1,34.8,0,0,Heavy Rain,Low
12,5,MG Road,138,38.62,0.0,1,0,Clear,Low
12,1,Indiranagar 100ft Road,168,38.32,0.0,0,0,Cloudy,Low
7,6,MG Road,174,38.26,0.0,1,0,Clear,Low
14,4,Brigade Road,172,38.28,0.0,0,0,Clear,Low
20,0,Silk Board Junction,719,32.81,0.0,0,0,Clear,Low
16,2,Bannerghatta Road,253,28.42,45.27,0,0,Heavy Rain,Medium
20,6,Indiranagar 100ft Road,393,36.07,0.0,1,0,Clear,Low
14,5,Silk Board Junction,177,31.71,32.59,1,0,Heavy Rain,Low
21,6,MG Road,329,35.54,5.87,1,0,Rainy,Low
15,2,Outer Ring Road,248,31.73,28.93,0,0,Heavy Rain,Low
3,1,Indiranagar 100ft Road,196,36.15,9.46,0,0,Rainy,Low
14,5,Electronic City Flyover,127,35.71,15.08,1,0,Rainy,Low
